BUILDING TYPE,TOTAL KWH,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,RENTER-OCCUPIED HOUSING UNITS
Residential,158806.0,124.0,35.0,1.94,107.5,4.13,30.0,17.0
Residential,152469.0,117.0,42.0,1.93,96.4,3.25,36.0,18.0
Residential,66342.0,117.0,42.0,2.0,105.38,3.25,36.0,18.0
Residential,21758.0,81.0,27.0,2.0,112.0,3.38,24.0,4.0
Residential,175044.0,81.0,27.0,1.95,106.16,3.38,24.0,4.0
Residential,68507.0,107.0,30.0,3.0,87.0,3.57,30.0,25.0
Residential,31289.0,29.0,17.0,2.0,106.25,2.9,10.0,6.0
Residential,27580.0,52.0,23.0,2.0,81.8,2.74,19.0,17.0
Residential,30051.0,155.0,68.0,2.0,70.0,2.82,55.0,49.0
Residential,23245.0,155.0,68.0,2.5,110.0,2.82,55.0,49.0
Residential,81782.0,62.0,14.0,2.0,102.43,4.43,14.0,9.0
Commercial,121832.0,123.0,48.0,1.0,0.0,2.67,46.0,34.0
Commercial,72259.0,123.0,48.0,3.0,82.0,2.67,46.0,34.0
Commercial,19825.0,123.0,48.0,1.5,43.0,2.67,46.0,34.0
Residential,27472.0,123.0,48.0,1.0,0.0,2.67,46.0,34.0
Residential,23575.0,31.0,9.0,2.0,111.0,3.44,9.0,1.0
Residential,18143.0,14.0,9.0,2.0,111.0,2.8,5.0,0.0
Residential,35949.0,14.0,9.0,2.0,106.0,2.8,5.0,0.0
Residential,30366.0,14.0,5.0,2.0,105.75,3.5,4.0,3.0
Residential,30337.0,51.0,22.0,1.75,73.25,3.64,14.0,9.0
Residential,85369.0,51.0,22.0,1.4,68.8,3.64,14.0,9.0
Residential,30914.0,169.0,52.0,2.0,105.5,3.67,46.0,40.0
Residential,50931.0,95.0,27.0,1.86,80.0,4.13,23.0,19.0
Residential,133324.0,128.0,70.0,3.0,82.33,2.17,59.0,54.0
Residential,42020.0,128.0,70.0,1.71,100.14,2.17,59.0,54.0
Residential,150366.0,266.0,110.0,3.0,73.75,3.33,80.0,79.0
Commercial,1478583.0,317.0,47.0,2.33,28.0,1.54,39.0,39.0
Residential,159695.0,189.0,57.0,1.45,60.45,3.86,49.0,37.0
Commercial,83370.0,63.0,75.0,3.0,92.0,2.17,29.0,29.0
Residential,30124.0,226.0,96.0,2.0,69.0,2.69,84.0,72.0
Commercial,116520.0,248.0,120.0,2.5,62.0,3.4,73.0,68.0
Residential,122929.0,248.0,120.0,3.0,81.5,3.4,73.0,68.0
Residential,61604.0,248.0,120.0,2.0,115.0,3.4,73.0,68.0
Residential,48115.0,116.0,46.0,2.0,90.67,2.83,41.0,33.0
Residential,74946.0,116.0,46.0,2.13,109.88,2.83,41.0,33.0
Residential,73609.0,167.0,64.0,1.75,75.0,2.78,60.0,49.0
Residential,93231.0,167.0,64.0,1.89,89.78,2.78,60.0,49.0
Residential,26897.0,189.0,57.0,2.0,40.0,3.86,49.0,37.0
Commercial,92513.0,232.0,87.0,2.0,45.0,3.52,66.0,53.0
Residential,102314.0,232.0,87.0,2.0,44.2,3.52,66.0,53.0
Residential,176281.0,226.0,96.0,2.8,55.0,2.69,84.0,72.0
Residential,23898.0,173.0,67.0,2.0,126.0,3.26,53.0,43.0
Residential,103310.0,173.0,67.0,1.75,110.25,3.26,53.0,43.0
Commercial,300800.0,357.0,156.0,3.5,62.5,2.43,147.0,145.0
Residential,19701.0,357.0,156.0,2.5,102.0,2.43,147.0,145.0
Commercial,670351.0,268.0,173.0,1.0,0.0,1.73,155.0,155.0
Residential,45614.0,105.0,37.0,2.33,97.33,3.62,29.0,23.0
Residential,41272.0,169.0,52.0,2.5,90.5,3.67,46.0,40.0
Residential,79986.0,128.0,64.0,2.0,104.71,3.66,35.0,28.0
Residential,66510.0,109.0,47.0,1.83,65.67,2.48,44.0,37.0
Residential,21856.0,29.0,10.0,2.0,101.0,2.9,10.0,3.0
Residential,15655.0,109.0,47.0,2.0,100.33,2.48,44.0,37.0
Residential,49446.0,40.0,24.0,1.67,70.67,2.86,14.0,13.0
Residential,53430.0,34.0,15.0,2.0,100.2,3.09,11.0,11.0
Residential,34668.0,71.0,37.0,2.25,87.0,2.15,33.0,27.0
Residential,48876.0,71.0,37.0,2.33,118.17,2.15,33.0,27.0
Commercial,138226.0,108.0,89.0,1.75,81.5,1.51,70.0,70.0
Residential,22865.0,142.0,59.0,2.5,113.5,3.3,43.0,41.0
Residential,25542.0,44.0,16.0,2.0,124.33,3.38,13.0,5.0
Residential,36832.0,44.0,16.0,2.25,121.5,3.38,13.0,5.0
Residential,41742.0,53.0,17.0,1.75,74.5,3.31,16.0,6.0
Residential,90306.0,53.0,17.0,2.0,111.6,3.31,16.0,6.0
Residential,81835.0,32.0,14.0,2.0,112.0,3.56,9.0,2.0
Residential,30104.0,33.0,11.0,2.25,119.75,3.0,11.0,0.0
Residential,67198.0,130.0,98.0,2.2,113.0,1.37,95.0,86.0
Residential,57604.0,34.0,14.0,1.75,95.0,2.43,14.0,7.0
Commercial,899097.0,219.0,98.0,2.0,0.0,2.41,91.0,89.0
Commercial,150292.0,219.0,98.0,2.33,59.0,2.41,91.0,89.0
Residential,80923.0,155.0,49.0,1.8,117.8,2.4,45.0,37.0
Residential,65272.0,158.0,74.0,1.0,10.0,2.19,72.0,64.0
Residential,13834.0,52.0,27.0,2.0,124.33,2.0,26.0,22.0
Residential,86578.0,226.0,96.0,1.8,63.6,2.69,84.0,72.0
Residential,53118.0,62.0,28.0,1.75,85.75,3.1,20.0,14.0
Residential,78589.0,62.0,28.0,2.0,100.88,3.1,20.0,14.0
Residential,34111.0,72.0,40.0,3.0,97.0,2.88,25.0,25.0
Commercial,23108.0,119.0,47.0,2.5,108.5,2.83,42.0,36.0
Residential,35797.0,119.0,47.0,2.0,108.5,2.83,42.0,36.0
Residential,20598.0,119.0,47.0,1.67,73.33,2.83,42.0,36.0
Residential,182905.0,198.0,127.0,1.5,2.0,1.69,117.0,116.0
Residential,121769.0,240.0,57.0,2.2,57.8,4.36,55.0,48.0
Residential,76977.0,116.0,50.0,1.9,104.8,2.58,45.0,38.0
Residential,373529.0,136.0,97.0,3.67,57.67,1.62,84.0,83.0
Residential,23046.0,136.0,97.0,2.0,88.5,1.62,84.0,83.0
Residential,71316.0,67.0,28.0,3.0,47.0,2.48,27.0,27.0
Residential,83832.0,59.0,37.0,2.0,108.5,1.64,36.0,30.0
Residential,80004.0,58.0,23.0,1.86,93.14,2.64,22.0,18.0
Residential,281519.0,239.0,96.0,2.15,89.65,2.6,92.0,78.0
Residential,53565.0,239.0,96.0,2.0,104.67,2.6,92.0,78.0
Residential,29580.0,89.0,64.0,2.5,45.0,1.62,55.0,51.0
Residential,51491.0,89.0,64.0,1.75,83.5,1.62,55.0,51.0
Residential,16626.0,89.0,64.0,2.0,108.5,1.62,55.0,51.0
Residential,104810.0,76.0,42.0,2.0,71.83,2.45,31.0,26.0
Residential,75175.0,91.0,38.0,2.0,77.25,2.84,32.0,29.0
Residential,30885.0,76.0,42.0,2.0,55.5,2.45,31.0,26.0
Residential,108241.0,116.0,47.0,2.0,62.33,3.14,37.0,33.0
Residential,82543.0,170.0,62.0,1.5,58.83,3.33,51.0,45.0
Residential,91624.0,112.0,38.0,3.0,85.0,3.29,34.0,33.0
Residential,34243.0,124.0,1.0,2.0,101.33,3.0,1.0,0.0
Residential,44662.0,124.0,1.0,2.0,101.75,3.0,1.0,0.0
Commercial,53929.0,91.0,38.0,1.0,0.0,2.84,32.0,29.0
Commercial,94605.0,91.0,38.0,2.0,47.5,2.84,32.0,29.0
Residential,115559.0,91.0,38.0,2.0,98.75,2.84,32.0,29.0
Residential,133912.0,93.0,41.0,2.25,97.88,2.33,40.0,32.0
Residential,41902.0,70.0,27.0,2.5,100.0,2.69,26.0,23.0
Residential,43102.0,70.0,27.0,2.0,113.5,2.69,26.0,23.0
Residential,44378.0,29.0,10.0,2.2,99.0,2.9,10.0,3.0
Residential,81312.0,33.0,9.0,2.0,114.0,3.67,9.0,4.0
Residential,39524.0,33.0,9.0,2.0,123.5,3.67,9.0,4.0
Residential,46043.0,79.0,84.0,1.75,90.75,3.16,25.0,19.0
Residential,99269.0,72.0,24.0,2.14,113.86,3.79,19.0,7.0
Residential,34585.0,72.0,24.0,1.25,1.5,3.79,19.0,7.0
Residential,82528.0,89.0,31.0,2.0,99.89,3.56,25.0,19.0
Residential,39199.0,89.0,31.0,2.0,111.6,3.56,25.0,19.0
Residential,24637.0,82.0,27.0,3.0,93.0,3.42,24.0,21.0
Residential,167035.0,82.0,27.0,1.92,87.15,3.42,24.0,21.0
Residential,74373.0,82.0,27.0,2.0,111.67,3.42,24.0,21.0
Residential,28991.0,38.0,9.0,2.0,105.33,6.33,6.0,2.0
Residential,114787.0,111.0,41.0,2.0,81.0,3.0,37.0,20.0
Residential,33450.0,38.0,9.0,1.67,79.67,6.33,6.0,2.0
Residential,126334.0,32.0,13.0,2.0,92.57,2.46,13.0,10.0
Residential,33334.0,32.0,13.0,1.67,39.33,2.46,13.0,10.0
Residential,270862.0,209.0,163.0,3.5,86.5,1.34,156.0,150.0
Residential,161755.0,209.0,163.0,1.86,85.57,1.34,156.0,150.0
Residential,44234.0,193.0,61.0,3.0,84.5,3.45,56.0,44.0
Residential,50694.0,77.0,32.0,3.0,93.5,2.66,29.0,25.0
Residential,36500.0,77.0,32.0,2.0,107.67,2.66,29.0,25.0
Residential,112676.0,77.0,32.0,2.0,112.0,2.66,29.0,25.0
Residential,36745.0,95.0,42.0,1.67,63.0,2.71,35.0,28.0
Residential,55249.0,95.0,42.0,2.0,113.86,2.71,35.0,28.0
Commercial,186872.0,79.0,31.0,1.6,74.6,2.93,27.0,27.0
Commercial,835050.0,28.0,42.0,1.2,66.4,1.65,17.0,17.0
Commercial,366216.0,173.0,123.0,3.0,81.5,1.59,109.0,106.0
Residential,38117.0,173.0,123.0,2.0,82.0,1.59,109.0,106.0
Residential,93287.0,115.0,61.0,3.0,0.0,1.95,59.0,50.0
Residential,52977.0,115.0,61.0,2.0,87.5,1.95,59.0,50.0
Residential,52351.0,115.0,61.0,2.14,106.86,1.95,59.0,50.0
Residential,22948.0,113.0,35.0,2.0,91.0,3.77,30.0,19.0
Residential,72078.0,113.0,35.0,1.6,76.4,3.77,30.0,19.0
Residential,121674.0,84.0,33.0,2.11,86.67,3.82,22.0,16.0
Residential,17363.0,84.0,33.0,2.0,111.0,3.82,22.0,16.0
Residential,120217.0,73.0,24.0,2.17,100.17,3.04,24.0,13.0
Commercial,203263.0,44.0,47.0,3.0,82.0,1.38,32.0,31.0
Residential,131767.0,98.0,49.0,1.89,86.0,2.18,45.0,37.0
Residential,128331.0,73.0,34.0,2.09,103.45,2.7,27.0,15.0
Residential,62518.0,73.0,34.0,2.0,106.75,2.7,27.0,15.0
Residential,85976.0,71.0,35.0,2.0,91.13,2.54,28.0,17.0
Residential,44423.0,71.0,35.0,1.75,102.75,2.54,28.0,17.0
Residential,167808.0,137.0,59.0,2.0,88.93,2.54,54.0,43.0
Residential,148360.0,81.0,41.0,2.2,97.4,3.0,27.0,19.0
Residential,115895.0,73.0,29.0,2.08,104.42,3.32,22.0,11.0
Residential,112231.0,124.0,63.0,1.64,95.0,2.38,52.0,32.0
Residential,28000.0,100.0,37.0,2.0,87.0,2.86,35.0,31.0
Residential,41140.0,73.0,29.0,2.0,110.4,3.32,22.0,11.0
Residential,50055.0,73.0,24.0,1.75,54.75,3.04,24.0,13.0
Commercial,20350.0,88.0,35.0,2.0,105.0,2.59,34.0,22.0
Residential,139568.0,88.0,35.0,2.0,97.2,2.59,34.0,22.0
Residential,79033.0,88.0,35.0,2.0,95.0,2.59,34.0,22.0
Residential,13702.0,85.0,31.0,1.5,106.5,2.93,29.0,27.0
Residential,52779.0,52.0,24.0,2.0,98.5,2.36,22.0,11.0
Residential,55414.0,52.0,24.0,2.0,112.67,2.36,22.0,11.0
Residential,196940.0,124.0,63.0,1.94,88.44,2.38,52.0,32.0
Residential,102233.0,111.0,41.0,2.0,99.7,3.0,37.0,20.0
Residential,142721.0,82.0,30.0,2.0,62.5,2.73,30.0,27.0
Residential,172361.0,161.0,57.0,2.0,92.73,2.93,55.0,26.0
Residential,124331.0,161.0,57.0,2.0,58.0,2.93,55.0,26.0
Residential,61065.0,74.0,23.0,2.0,107.8,3.89,19.0,5.0
Residential,95107.0,74.0,23.0,2.0,107.4,3.89,19.0,5.0
Residential,141116.0,95.0,37.0,1.92,94.17,2.79,34.0,16.0
Residential,35724.0,95.0,37.0,1.2,96.2,2.79,34.0,16.0
Residential,184807.0,185.0,70.0,2.06,82.71,2.85,65.0,39.0
Residential,107261.0,185.0,70.0,1.83,48.92,2.85,65.0,39.0
Residential,214306.0,224.0,73.0,1.94,83.06,3.45,65.0,55.0
Residential,185685.0,102.0,46.0,2.0,92.19,2.83,36.0,17.0
Residential,102220.0,63.0,30.0,2.0,51.38,2.17,29.0,14.0
Residential,49100.0,63.0,30.0,1.5,41.25,2.17,29.0,14.0
Commercial,22499.0,197.0,64.0,2.0,99.0,3.18,62.0,34.0
Residential,236862.0,197.0,64.0,1.94,77.24,3.18,62.0,34.0
Residential,80996.0,197.0,64.0,1.67,91.89,3.18,62.0,34.0
Commercial,35574.0,224.0,73.0,1.5,42.0,3.25,69.0,58.0
Residential,177239.0,224.0,73.0,2.09,61.09,3.25,69.0,58.0
Residential,66402.0,39.0,21.0,2.0,52.33,2.17,18.0,8.0
Residential,178796.0,39.0,21.0,1.33,53.33,2.17,18.0,8.0
Residential,274862.0,175.0,64.0,1.92,83.08,2.97,59.0,35.0
Residential,132498.0,175.0,64.0,1.69,70.85,2.97,59.0,35.0
Commercial,86474.0,192.0,79.0,1.33,28.0,2.91,66.0,47.0
Residential,219545.0,192.0,79.0,2.09,85.36,2.91,66.0,47.0
Residential,51636.0,192.0,79.0,1.17,22.67,2.91,66.0,47.0
Commercial,66219.0,243.0,88.0,1.0,0.33,3.12,78.0,64.0
Residential,179188.0,243.0,88.0,2.31,89.94,3.12,78.0,64.0
Commercial,18489.0,94.0,34.0,1.0,0.0,3.13,30.0,10.0
Residential,120828.0,94.0,34.0,2.0,60.25,3.13,30.0,10.0
Residential,95105.0,94.0,34.0,1.0,56.09,3.13,30.0,10.0
Residential,115682.0,31.0,12.0,1.0,50.83,2.58,12.0,0.0
Residential,43560.0,88.0,28.0,2.0,101.6,3.14,28.0,16.0
Residential,69930.0,88.0,28.0,1.82,103.64,3.14,28.0,16.0
Commercial,18075.0,145.0,54.0,2.0,61.0,2.79,52.0,28.0
Residential,205696.0,145.0,54.0,2.13,67.06,2.79,52.0,28.0
Residential,98013.0,145.0,54.0,1.64,93.55,2.79,52.0,28.0
Commercial,47463.0,158.0,63.0,1.67,28.0,2.68,59.0,42.0
Residential,172566.0,158.0,63.0,2.13,60.67,2.68,59.0,42.0
Residential,45065.0,158.0,63.0,1.75,105.0,2.68,59.0,42.0
Residential,69460.0,141.0,49.0,2.0,102.6,3.44,41.0,23.0
Residential,128194.0,141.0,49.0,1.54,102.77,3.44,41.0,23.0
Residential,153166.0,122.0,53.0,1.83,97.42,2.71,45.0,23.0
Residential,126206.0,122.0,53.0,1.62,93.38,2.71,45.0,23.0
Commercial,191979.0,47.0,21.0,1.5,72.5,2.61,18.0,4.0
Residential,109394.0,47.0,21.0,2.0,65.5,2.61,18.0,4.0
Residential,297093.0,174.0,69.0,1.83,75.17,2.95,59.0,44.0
Residential,240014.0,139.0,49.0,2.0,98.69,3.31,42.0,26.0
Residential,250182.0,193.0,72.0,2.0,89.0,3.16,61.0,39.0
Residential,47924.0,193.0,72.0,1.75,78.88,3.16,61.0,39.0
Residential,113658.0,93.0,57.0,2.15,81.77,2.66,35.0,24.0
Residential,86682.0,93.0,57.0,1.88,95.63,2.66,35.0,24.0
Residential,248763.0,194.0,70.0,1.89,74.89,3.13,62.0,31.0
Residential,141481.0,194.0,70.0,1.67,94.27,3.13,62.0,31.0
Residential,235406.0,152.0,54.0,2.06,81.47,2.92,52.0,40.0
Residential,82788.0,205.0,87.0,1.88,87.75,2.63,78.0,73.0
Residential,216036.0,183.0,59.0,2.33,86.33,3.16,58.0,50.0
Residential,22147.0,183.0,59.0,1.0,87.0,3.16,58.0,50.0
Residential,25096.0,69.0,17.0,2.0,101.33,4.31,16.0,4.0
Residential,133500.0,69.0,17.0,1.73,84.45,4.31,16.0,4.0
Commercial,56150.0,143.0,38.0,1.5,75.5,3.76,38.0,21.0
Commercial,271602.0,143.0,38.0,1.33,29.0,3.76,38.0,21.0
Residential,129546.0,143.0,38.0,2.0,90.89,3.76,38.0,21.0
Residential,30459.0,143.0,38.0,1.75,102.75,3.76,38.0,21.0
Residential,36118.0,100.0,37.0,1.67,66.0,2.86,35.0,31.0
Residential,32908.0,32.0,18.0,1.5,56.0,2.0,16.0,10.0
Residential,107291.0,68.0,26.0,1.88,91.5,2.96,23.0,17.0
Commercial,380911.0,11.0,3.0,1.0,27.0,3.67,3.0,3.0
Commercial,42473.0,35.0,15.0,1.0,38.33,2.69,13.0,13.0
Commercial,2037559.0,24.0,8.0,1.0,57.0,3.0,8.0,8.0
Residential,81304.0,24.0,8.0,1.33,32.33,3.0,8.0,8.0
Residential,96793.0,174.0,64.0,2.0,97.17,2.95,59.0,47.0
Residential,145102.0,174.0,64.0,2.0,95.22,2.95,59.0,47.0
Residential,214998.0,168.0,57.0,2.0,96.53,3.29,51.0,32.0
Residential,122790.0,168.0,57.0,1.92,105.58,3.29,51.0,32.0
Residential,110642.0,50.0,14.0,1.91,103.18,3.85,13.0,4.0
Residential,110000.0,49.0,13.0,1.92,99.58,4.45,11.0,1.0
Residential,214676.0,164.0,62.0,2.05,96.9,2.98,55.0,34.0
Residential,66521.0,164.0,62.0,1.8,101.2,2.98,55.0,34.0
Residential,181132.0,181.0,64.0,1.78,74.44,3.23,56.0,46.0
Residential,78578.0,181.0,64.0,2.0,110.0,3.23,56.0,46.0
Residential,111602.0,116.0,27.0,1.71,69.0,4.3,27.0,9.0
Residential,117762.0,116.0,27.0,1.92,92.33,4.3,27.0,9.0
Residential,132689.0,196.0,77.0,1.77,72.46,3.02,65.0,39.0
Residential,163291.0,196.0,77.0,1.83,98.72,3.02,65.0,39.0
Residential,96257.0,83.0,34.0,2.0,78.33,3.19,26.0,14.0
Residential,81002.0,83.0,34.0,1.63,97.75,3.19,26.0,14.0
Commercial,222590.0,2.0,1.0,1.67,70.33,2.0,1.0,0.0
Residential,147902.0,70.0,45.0,1.83,58.33,2.19,32.0,27.0
Residential,38008.0,87.0,41.0,1.8,68.8,2.56,34.0,32.0
Residential,54529.0,87.0,41.0,1.0,53.0,2.56,34.0,32.0
Residential,182375.0,186.0,80.0,2.0,84.89,2.66,70.0,45.0
Residential,129537.0,186.0,80.0,1.3,60.0,2.66,70.0,45.0
Residential,225549.0,204.0,82.0,2.0,90.18,2.83,72.0,50.0
Residential,86666.0,204.0,82.0,1.33,49.89,2.83,72.0,50.0
Residential,35356.0,31.0,9.0,1.0,27.0,3.44,9.0,3.0
Residential,57952.0,31.0,9.0,1.14,55.57,3.44,9.0,3.0
Residential,270709.0,226.0,85.0,1.89,68.0,2.9,78.0,59.0
Residential,121194.0,226.0,85.0,1.56,56.33,2.9,78.0,59.0
Residential,20979.0,135.0,58.0,2.0,43.5,2.76,49.0,39.0
Residential,59374.0,38.0,13.0,1.2,66.4,3.17,12.0,9.0
Residential,18758.0,29.0,12.0,2.0,56.5,2.42,12.0,6.0
Residential,57796.0,29.0,12.0,1.0,66.17,2.42,12.0,6.0
Commercial,70969.0,175.0,86.0,2.0,54.0,2.54,69.0,46.0
Residential,37892.0,175.0,86.0,2.22,60.11,2.54,69.0,46.0
Residential,57123.0,175.0,86.0,2.0,18.0,2.54,69.0,46.0
Commercial,65501.0,175.0,75.0,3.0,82.5,3.24,54.0,45.0
Residential,96886.0,175.0,75.0,2.2,49.2,3.24,54.0,45.0
Commercial,57770.0,198.0,86.0,2.0,54.0,2.44,81.0,50.0
Residential,390413.0,198.0,86.0,2.09,78.13,2.44,81.0,50.0
Residential,10901.0,198.0,86.0,1.5,43.5,2.44,81.0,50.0
Residential,65820.0,64.0,25.0,2.0,52.75,2.56,25.0,17.0
Residential,40778.0,64.0,25.0,1.5,57.0,2.56,25.0,17.0
Residential,241113.0,93.0,37.0,1.3,44.33,2.58,36.0,9.0
Residential,119981.0,251.0,92.0,1.0,0.0,2.79,90.0,26.0
Residential,16662.0,35.0,17.0,1.0,28.0,2.19,16.0,10.0
Residential,62784.0,35.0,17.0,1.4,56.6,2.19,16.0,10.0
Residential,38493.0,32.0,18.0,1.67,52.67,2.0,16.0,10.0
Residential,123556.0,266.0,97.0,1.0,0.0,2.92,91.0,32.0
Residential,245434.0,74.0,30.0,1.2,51.67,2.47,30.0,5.0
Residential,37706.0,45.0,16.0,1.67,36.33,3.0,15.0,7.0
Residential,43575.0,45.0,16.0,1.2,55.4,3.0,15.0,7.0
Residential,45363.0,28.0,13.0,2.0,56.0,2.33,12.0,1.0
Residential,67730.0,308.0,113.0,2.0,16.0,2.85,108.0,100.0
Residential,172525.0,132.0,67.0,2.08,69.54,2.54,52.0,38.0
Residential,86967.0,132.0,67.0,1.25,83.63,2.54,52.0,38.0
Commercial,199529.0,31.0,15.0,1.0,21.67,2.21,14.0,12.0
Commercial,1218269.0,31.0,15.0,2.0,0.0,2.21,14.0,12.0
Residential,81097.0,31.0,15.0,2.25,85.25,2.21,14.0,12.0
Residential,141941.0,133.0,46.0,2.0,97.36,3.5,38.0,25.0
Residential,61746.0,85.0,33.0,1.67,86.33,2.83,30.0,21.0
Residential,12488.0,133.0,46.0,1.67,76.67,3.5,38.0,25.0
Residential,100573.0,90.0,35.0,1.5,49.67,3.1,29.0,16.0
Residential,73674.0,90.0,35.0,1.25,71.13,3.1,29.0,16.0
Residential,158075.0,105.0,46.0,1.73,72.93,2.56,41.0,30.0
Residential,108418.0,107.0,43.0,1.0,0.0,2.61,41.0,29.0
Residential,32340.0,107.0,43.0,1.0,51.57,2.61,41.0,29.0
Residential,57934.0,89.0,33.0,1.33,29.33,3.3,27.0,21.0
Residential,43434.0,89.0,33.0,1.4,105.6,3.3,27.0,21.0
Residential,80913.0,85.0,33.0,1.78,78.0,2.83,30.0,21.0
Residential,112504.0,75.0,40.0,1.91,89.82,2.5,30.0,14.0
Residential,57775.0,75.0,40.0,1.6,87.4,2.5,30.0,14.0
Residential,149535.0,121.0,41.0,1.62,55.23,3.27,37.0,17.0
Residential,31836.0,121.0,41.0,1.0,69.67,3.27,37.0,17.0
Residential,17634.0,42.0,26.0,1.0,98.75,2.0,17.0,12.0
Residential,149695.0,118.0,37.0,1.4,31.2,3.28,36.0,25.0
Residential,39782.0,118.0,37.0,1.83,86.83,3.28,36.0,25.0
Residential,144323.0,299.0,108.0,2.42,89.83,3.05,98.0,92.0
Residential,38044.0,299.0,108.0,2.0,93.5,3.05,98.0,92.0
Commercial,177744.0,308.0,113.0,3.0,81.5,2.85,108.0,100.0
Residential,27776.0,308.0,113.0,3.0,85.5,2.85,108.0,100.0
Residential,192538.0,166.0,79.0,2.0,98.06,2.96,56.0,43.0
Residential,180982.0,147.0,55.0,1.95,40.48,2.88,51.0,29.0
Residential,192395.0,227.0,88.0,1.5,35.69,2.73,83.0,69.0
Residential,108937.0,227.0,88.0,1.86,26.43,2.73,83.0,69.0
Residential,109534.0,160.0,57.0,1.8,58.2,3.14,51.0,48.0
Residential,13179.0,160.0,57.0,1.0,76.5,3.14,51.0,48.0
Residential,197715.0,84.0,35.0,2.0,98.13,2.71,31.0,19.0
Commercial,381748.0,65.0,63.0,1.5,45.0,1.08,60.0,57.0
Residential,55579.0,135.0,45.0,1.71,111.29,3.65,37.0,28.0
Residential,114473.0,52.0,32.0,2.07,96.57,2.26,23.0,16.0
Residential,211509.0,95.0,33.0,2.0,91.0,2.97,32.0,18.0
Residential,160610.0,108.0,39.0,2.0,95.65,3.27,33.0,20.0
Residential,119145.0,95.0,38.0,1.46,45.69,2.79,34.0,23.0
Residential,151021.0,114.0,31.0,2.0,96.07,4.07,28.0,17.0
Residential,163517.0,102.0,36.0,1.8,80.8,3.0,34.0,22.0
Commercial,283586.0,12.0,7.0,1.5,32.75,3.0,4.0,3.0
Commercial,18335.0,166.0,79.0,2.0,97.5,2.96,56.0,43.0
Residential,192721.0,215.0,82.0,1.94,87.61,3.16,68.0,52.0
Residential,34927.0,215.0,82.0,1.75,78.25,3.16,68.0,52.0
Residential,158265.0,156.0,98.0,2.38,74.15,2.44,64.0,59.0
Commercial,37279.0,172.0,69.0,2.5,96.0,2.92,59.0,41.0
Residential,299557.0,172.0,69.0,2.0,79.17,2.92,59.0,41.0
Residential,21075.0,172.0,69.0,2.0,103.5,2.92,59.0,41.0
Residential,117267.0,100.0,63.0,2.25,87.38,2.63,38.0,24.0
Residential,133372.0,100.0,63.0,1.6,104.33,2.63,38.0,24.0
Residential,188404.0,108.0,59.0,1.93,86.47,2.4,45.0,27.0
Residential,72892.0,108.0,59.0,1.86,104.57,2.4,45.0,27.0
Residential,197859.0,154.0,71.0,1.9,80.24,2.91,53.0,34.0
Residential,78609.0,154.0,71.0,1.2,117.2,2.91,53.0,34.0
Residential,243271.0,154.0,65.0,1.83,73.39,3.35,46.0,27.0
Residential,47144.0,154.0,65.0,1.8,107.4,3.35,46.0,27.0
Residential,47308.0,76.0,25.0,1.86,96.0,3.8,20.0,7.0
Commercial,53563.0,16.0,7.0,1.0,74.0,2.29,7.0,7.0
Residential,127563.0,142.0,54.0,1.9,90.8,3.74,38.0,21.0
Residential,131968.0,142.0,54.0,1.33,102.2,3.74,38.0,21.0
Residential,157864.0,133.0,51.0,1.92,95.75,2.96,45.0,23.0
Residential,128117.0,133.0,51.0,1.29,101.43,2.96,45.0,23.0
Commercial,26561.0,5.0,3.0,1.5,43.0,1.67,3.0,3.0
Residential,87439.0,135.0,45.0,2.1,94.0,3.65,37.0,28.0
Residential,49613.0,53.0,20.0,2.0,108.14,3.12,17.0,9.0
Residential,62771.0,53.0,20.0,1.57,89.43,3.12,17.0,9.0
Residential,56511.0,76.0,25.0,1.29,101.0,3.8,20.0,7.0
Residential,29045.0,41.0,15.0,2.0,102.25,3.15,13.0,11.0
Residential,39197.0,42.0,10.0,2.0,100.5,4.2,10.0,6.0
Residential,29310.0,35.0,12.0,2.0,105.0,2.92,12.0,7.0
Residential,24573.0,35.0,12.0,1.5,110.0,2.92,12.0,7.0
Residential,48589.0,81.0,20.0,1.75,101.0,4.26,19.0,8.0
Residential,70910.0,81.0,20.0,1.29,92.71,4.26,19.0,8.0
Commercial,95562.0,82.0,24.0,1.0,0.0,3.73,22.0,11.0
Residential,54549.0,82.0,24.0,2.0,98.5,3.73,22.0,11.0
Residential,47646.0,82.0,24.0,1.0,92.2,3.73,22.0,11.0
Residential,13294.0,29.0,13.0,2.0,99.0,2.9,10.0,3.0
Residential,22577.0,29.0,13.0,1.5,99.0,2.9,10.0,3.0
Residential,24047.0,22.0,5.0,1.5,113.5,4.4,5.0,3.0
Residential,42841.0,22.0,5.0,1.75,114.5,4.4,5.0,3.0
Residential,133443.0,50.0,14.0,1.29,87.88,3.57,14.0,1.0
Residential,128470.0,64.0,16.0,1.4,91.0,4.0,16.0,1.0
Residential,126399.0,72.0,23.0,1.36,88.0,3.6,20.0,9.0
Commercial,60001.0,3.0,1.0,1.25,79.0,3.0,1.0,0.0
Residential,95342.0,78.0,24.0,2.0,98.43,3.25,24.0,10.0
Residential,45654.0,78.0,24.0,1.43,90.57,3.25,24.0,10.0
