Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination
 Blitz ,Marlonardon,RaulHuerta,0-1,2016.06.30,22:12:33,1882,1942,-9.0,9.0,A04,Zukertort Opening: Basman Defense,300+0,Normal
 Blitz ,lugalbanda,mishalom,1-0,2016.06.30,22:12:34,2029,2046,11.0,-11.0,B03,"Alekhine Defense: Four Pawns Attack, 6...Nc6",180+0,Normal
 Classical ,dida08,leoneagle,0-1,2016.06.30,22:12:34,1837,1849,-11.0,10.0,A13,English Opening: Agincourt Defense,1500+0,Normal
 Blitz ,fduchess,MerliniX,1-0,2016.06.30,22:12:34,1848,1818,9.0,-10.0,A04,Zukertort Opening: Sicilian Invitation,300+0,Normal
 Blitz ,cyrrus25,Profissional,0-1,2016.06.30,22:12:34,1615,1760,-6.0,6.0,D06,"Queen's Gambit Refused: Austrian Defense, Gusev Countergambit",180+0,Time forfeit
 Blitz ,Prune2000,book_fan,1-0,2016.06.30,22:12:38,1680,1821,16.0,-15.0,C00,French Defense: Wing Gambit,180+2,Normal
 Classical ,Onetreehill,vilder,1/2-1/2,2016.06.30,22:12:34,1501,1520,1.0,0.0,C00,French Defense: Knight Variation,600+0,Normal
 Blitz ,Korlymov,dosadenpensioner,0-1,2016.06.30,22:12:40,2097,2079,-10.0,12.0,C05,"French Defense: Tarrasch Variation, Closed Variation",180+0,Time forfeit
 Blitz ,buddycheck,Nikolay12021962,0-1,2016.06.30,22:12:33,1705,1839,-7.0,7.0,D12,"Slav Defense: Quiet Variation, Pin Defense",180+0,Time forfeit
 Classical ,RARE1,karimabualrub,1/2-1/2,2016.06.30,22:12:34,1902,1747,-4.0,5.0,C40,King's Knight Opening,600+0,Time forfeit
 Blitz ,Alejandroagudelo,D-Tannhauser,0-1,2016.06.30,22:12:37,1909,1762,-15.0,15.0,B01,Scandinavian Defense: Main Line,180+1,Normal
 Blitz ,eagle222,anonymus75,1-0,2016.06.30,22:12:30,1868,1483,2.0,-3.0,C41,Philidor Defense #3,300+0,Normal
 Bullet ,Putatalho,MartIn05ciudadlineal,1-0,2016.06.30,22:12:36,1836,1604,5.0,-5.0,B06,Modern Defense,60+0,Time forfeit
 Bullet ,freefal,bobflob,0-1,2016.06.30,22:12:38,1579,1494,-14.0,14.0,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,60+0,Normal
 Classical ,athrye,jluctruc,0-1,2016.06.30,22:12:32,1306,1223,-13.0,22.0,C41,Philidor Defense,300+8,Normal
 Classical ,voldkirk,ChessKing23,1-0,2016.06.30,22:12:38,1815,1668,6.0,-7.0,A00,Polish Opening,600+0,Time forfeit
 Bullet ,Betazoid,ruslanschandorff,1-0,2016.06.30,22:12:33,2153,2036,8.0,-8.0,D02,Queen's Pawn Game: Zukertort Variation,60+0,Normal
 Classical ,salaudin53,Udgin,0-1,2016.06.30,22:12:39,1606,1783,-6.0,6.0,A00,Van't Kruijs Opening,480+0,Normal
 Bullet ,Lola3745,karpovs_putzfrau,1-0,2016.06.30,22:12:39,2321,2416,14.0,-15.0,A40,"Englund Gambit Declined, Reversed Alekhine",30+0,Time forfeit
 Correspondence ,EranLe,Emerchess,1-0,2016.06.30,22:12:39,1902,1817,6.0,-6.0,B25,"Sicilian Defense: Closed Variation, Traditional",-,Normal
 Blitz ,Volador,mhabib,1-0,2016.06.30,22:12:39,2124,2114,11.0,-10.0,C89,"Ruy Lopez: Marshall Attack, Original Marshall Attack",240+3,Time forfeit
 Blitz ,blackymer,Corambis,1/2-1/2,2016.06.30,22:12:40,1982,1894,-3.0,3.0,A10,English Opening: Anglo-Scandinavian Defense,300+0,Normal
 Blitz ,bazzy87,Petruxamak,1-0,2016.06.30,22:12:39,1579,1332,5.0,-4.0,C31,King's Gambit Declined: Falkbeer Countergambit,60+3,Time forfeit
 Blitz ,xxrobertoxx,khvskai,0-1,2016.06.30,22:12:36,1427,1438,-13.0,11.0,C40,King's Pawn Game: Damiano Defense,300+3,Normal
 Blitz ,draganv,van9992003,0-1,2016.06.30,22:12:37,1831,1832,-11.0,10.0,B87,"Sicilian Defense: Sozin Attack, Flank Variation",180+0,Normal
 Bullet tournament ,XxTDSxX,Sam2491,0-1,2016.06.30,22:12:42,1711,2106,-2.0,3.0,A00,Grob Opening,60+0,Time forfeit
 Classical ,laskonyk,cezaaa,0-1,2016.06.30,22:12:38,1569,1582,-10.0,11.0,A10,English Opening: Anglo-Scandinavian Defense,900+0,Normal
 Bullet tournament ,kick,Slyh,0-1,2016.06.30,22:12:42,1506,1428,-16.0,17.0,C45,Scotch Game: Schmidt Variation,60+0,Time forfeit
 Bullet tournament ,Parris4iv,hurvajsmanka,0-1,2016.06.30,22:12:42,1710,1771,-10.0,9.0,C46,Four Knights Game,60+0,Time forfeit
 Blitz ,rprrtr,piperskiJejts,1-0,2016.06.30,22:12:44,2045,1780,14.0,-4.0,B06,Modern Defense: Mongredien Defense #2,300+0,Normal
 Bullet tournament ,BrainGuy,FreestylerOne,1-0,2016.06.30,22:12:42,1663,1753,15.0,-14.0,B00,Owen Defense,60+0,Normal
 Bullet ,paolobarolo,Dulanol,1-0,2016.06.30,22:12:44,1787,1445,3.0,-3.0,C41,Philidor Defense,90+2,Normal
 Classical ,Vipos964,tozkoparan,1-0,2016.06.30,22:12:44,2179,1976,6.0,-6.0,D10,Slav Defense #3,300+8,Normal
 Bullet ,lamiaras,takadimi,1-0,2016.06.30,22:12:46,1723,1804,13.0,-15.0,A00,Mieses Opening,0+2,Normal
 Bullet tournament ,laussy,mistrzdzow,0-1,2016.06.30,22:12:42,1763,1885,-7.0,8.0,C00,French Defense #2,60+0,Normal
 Correspondence ,AlbertoPuga,SimSin,1-0,2016.06.30,22:12:47,1500,1358,121.0,-7.0,C20,King's Pawn Game: Leonardis Variation,-,Normal
 Blitz ,xxx1810,piandry,0-1,2016.06.30,22:12:47,2245,2243,-13.0,10.0,B32,Sicilian Defense: Godiva Variation,180+0,Time forfeit
 Bullet ,enxxo,jaqueconmate,1-0,2016.06.30,22:12:48,1423,1354,15.0,-9.0,C20,English Opening: The Whale,90+0,Time forfeit
 Blitz ,alifarahi,MrMole,1-0,2016.06.30,22:12:48,1955,1833,7.0,-9.0,D10,Slav Defense #2,180+0,Normal
 Blitz ,AberratioIctus,Mushu99,0-1,2016.06.30,22:12:46,1376,1312,-13.0,13.0,B50,Sicilian Defense,300+0,Normal
 Classical ,y0k3d1c1,Dctr,0-1,2016.06.30,22:12:49,1553,1566,-10.0,11.0,C50,Italian Game,600+0,Normal
 Bullet tournament ,JohnHF,chessman2212,0-1,2016.06.30,22:12:42,1871,1238,-20.0,185.0,A41,Old Indian Defense,60+0,Normal
 Blitz ,Perogrullo,steriade,0-1,2016.06.30,22:12:51,1736,1741,-10.0,11.0,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",300+0,Normal
 Classical ,jordemy,msnbut20,0-1,2016.06.30,22:12:46,1809,1777,-13.0,12.0,C55,Italian Game: Anti-Fried Liver Defense,600+0,Normal
 Bullet tournament ,JusticeBeaverr,el3ph4nt,0-1,2016.06.30,22:12:42,1856,1924,-9.0,9.0,B12,Caro-Kann Defense,60+0,Normal
 Blitz tournament ,cernunnoss,kyoday,1-0,2016.06.30,22:12:51,1758,1918,17.0,-17.0,C68,"Ruy Lopez: Exchange Variation, King's Bishop Variation",180+0,Normal
 Blitz ,Quarxx,mohammedalfdl,0-1,2016.06.30,22:12:49,1671,1774,-8.0,8.0,A45,Trompowsky Attack,300+0,Time forfeit
 Blitz tournament ,RENZZO77,Bayern123,0-1,2016.06.30,22:12:51,1896,2336,-1.0,3.0,C00,French Defense: Knight Variation,180+0,Time forfeit
 Bullet ,chehrehsa,zazpiak_1,0-1,2016.06.30,22:12:46,1621,1618,-11.0,11.0,C41,Philidor Defense #3,60+0,Time forfeit
 Blitz ,Hoala,mj_911,0-1,2016.06.30,22:12:57,1623,1717,-8.0,8.0,A21,"English Opening: King's English Variation, Reversed Sicilian",300+0,Normal
 Bullet ,MINSK_VAMPIRE,fsanna,0-1,2016.06.30,22:12:52,1846,1902,-8.0,9.0,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,0+1,Time forfeit
 Blitz ,Pablov,zfab,0-1,2016.06.30,22:12:52,1408,1704,-4.0,5.0,B23,Sicilian Defense: Closed Variation,240+0,Normal
 Classical ,pepefortuna,CruzJulian,0-1,2016.06.30,22:12:57,1556,1514,-13.0,14.0,C20,King's Pawn Game: Wayward Queen Attack,1500+8,Normal
 Bullet ,pemikan,peonamigo,1-0,2016.06.30,22:12:53,1814,1731,9.0,-8.0,E81,"King's Indian Defense: Saemisch Variation, Normal Defense",120+1,Time forfeit
 Blitz ,BARRERA,Dufraisne,1/2-1/2,2016.06.30,22:12:54,1439,1427,0.0,1.0,C22,Center Game: Normal Variation,420+0,Normal
 Blitz tournament ,MatiRL,chm00002,1-0,2016.06.30,22:12:51,2086,1814,4.0,-4.0,B01,"Scandinavian Defense: Main Line, Leonhardt Gambit",180+0,Normal
 Blitz ,Cuellarov,AjedrezNomada,1-0,2016.06.30,22:12:52,1907,1955,12.0,-12.0,C44,"Scotch Game: Goering Gambit, Double Pawn Sacrifice",300+0,Normal
 Bullet ,Nictofobia,Neander_Tal,0-1,2016.06.30,22:12:52,2112,1968,-15.0,15.0,B01,Scandinavian Defense: Blackburne Gambit,120+0,Normal
 Blitz ,bodin,AlexCuban,1-0,2016.06.30,22:12:52,1447,1432,11.0,-11.0,C60,Ruy Lopez: Cozio Defense,300+0,Normal
 Classical ,jnyh123,jesgon,1-0,2016.06.30,22:12:57,2047,1902,7.0,-7.0,C50,"Italian Game: Giuoco Pianissimo, Normal",900+0,Time forfeit
 Bullet ,Positional_game,kalounardo,1-0,2016.06.30,22:12:57,2078,2289,24.0,-17.0,A41,Queen's Pawn,60+2,Normal
 Blitz ,mpomar,ibra555ii,1-0,2016.06.30,22:12:54,2172,2193,11.0,-11.0,B00,Owen Defense,180+0,Normal
 Bullet ,LudoChess79,jlustig555,0-1,2016.06.30,22:12:59,1694,1681,-11.0,11.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,0+1,Time forfeit
 Classical ,arash10master,Guillermou11,1/2-1/2,2016.06.30,22:12:53,1911,1873,-1.0,1.0,B22,Sicilian Defense: Alapin Variation,480+3,Normal
 Blitz tournament ,Moskovsky,NeUmeuIgrat,0-1,2016.06.30,22:12:51,1736,1921,-6.0,6.0,A00,Van't Kruijs Opening,180+0,Time forfeit
 Blitz ,jmkim96,cracus,0-1,2016.06.30,22:12:58,1602,1893,-3.0,4.0,B07,Pirc Defense #3,300+0,Normal
 Classical ,marinaigor,mrthepatuo,1-0,2016.06.30,22:12:58,1467,1398,9.0,-9.0,A01,Nimzo-Larsen Attack: Classical Variation,600+0,Normal
 Bullet ,dpikos,danilommsantos,0-1,2016.06.30,22:12:59,1347,1356,-13.0,10.0,B20,Sicilian Defense,90+2,Time forfeit
 Bullet tournament ,T_LUKE,Ephraeim,1-0,2016.06.30,22:13:00,1945,2057,15.0,-16.0,B54,Sicilian Defense #2,60+0,Time forfeit
 Bullet tournament ,Swatchess,PriusFide,0-1,2016.06.30,22:13:00,1976,2215,-5.0,4.0,A40,"Englund Gambit Declined, Reversed French",60+0,Normal
 Bullet tournament ,lchuza_otro,SHIMMA77,0-1,2016.06.30,22:13:00,1606,1618,-11.0,13.0,A10,English Opening: Anglo-Scandinavian Defense,60+0,Time forfeit
 Bullet ,Nooking,arkansoap,0-1,2016.06.30,22:13:00,1617,1489,-16.0,15.0,A07,King's Indian Attack,120+0,Normal
 Classical ,coscorron,emirohoys,1-0,2016.06.30,22:12:57,1744,1797,13.0,-13.0,C31,King's Gambit Declined: Falkbeer Countergambit,900+0,Normal
 Blitz ,Lobo200,Supercourgette,1-0,2016.06.30,22:13:01,1696,2096,22.0,-21.0,A21,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",180+0,Time forfeit
 Blitz ,santambrogio,Petrovich_777,1-0,2016.06.30,22:13:01,1414,1490,15.0,-13.0,C21,Center Game: Kieseritzky Variation #2,420+1,Time forfeit
 Bullet ,bound7,accionado,1-0,2016.06.30,22:12:56,1534,1599,13.0,-13.0,A00,Hungarian Opening: Catalan Formation,60+0,Normal
 Blitz ,bobi83,Tam91,0-1,2016.06.30,22:13:02,2032,2060,-9.0,9.0,A57,Benko Gambit Accepted,300+0,Time forfeit
 Classical ,Ahmedeldegwy82,jdvargas,0-1,2016.06.30,22:13:03,1231,1356,-7.0,9.0,C20,King's Pawn Game: Leonardis Variation,480+4,Normal
 Bullet ,ars521,mxm123,1-0,2016.06.30,22:13:04,1659,1666,12.0,-11.0,B13,"Caro-Kann Defense: Panov Attack, Modern Defense",60+1,Normal
 Blitz ,mito13,IsraelAlcaraz,0-1,2016.06.30,22:13:03,1739,1753,-10.0,10.0,C41,Philidor Defense #3,180+0,Time forfeit
 Classical ,Serik2,Laminard,1-0,2016.06.30,22:13:04,1880,1918,12.0,-13.0,C00,French Defense: Knight Variation,300+8,Time forfeit
 Classical ,landofchess,TheWhiteRabbit,0-1,2016.06.30,22:13:04,1898,2204,-3.0,4.0,B20,Sicilian Defense: Bowdler Attack,480+0,Normal
 Blitz ,Jupp64,djesoo,0-1,2016.06.30,22:13:05,2094,2006,-13.0,13.0,E21,Nimzo-Indian Defense: Three Knights Variation,180+0,Time forfeit
 Classical ,atanwin,smartygas,0-1,2016.06.30,22:13:06,1813,1894,-37.0,8.0,C42,Russian Game: Urusov Gambit,900+1,Normal
 Classical ,newg,Mukuyanzi,0-1,2016.06.30,22:13:07,1965,1949,-11.0,36.0,B12,Caro-Kann Defense: Advance Variation,600+0,Normal
 Blitz ,Goitia11,Peonbohemio,1-0,2016.06.30,22:13:06,2193,2195,10.0,-10.0,B00,King's Pawn Game: Nimzowitsch Defense,300+0,Normal
 Bullet ,JessicaRubbit,sackedurqueen,0-1,2016.06.30,22:13:08,1939,1859,-13.0,14.0,C01,French Defense: Exchange Variation,60+0,Time forfeit
 Blitz ,dr_lee87,Kero87,0-1,2016.06.30,22:13:02,1859,1824,-25.0,12.0,A40,Modern Defense,300+0,Normal
 Bullet ,gioele,thiaguinho,0-1,2016.06.30,22:13:01,1654,1757,-8.0,8.0,C00,French Defense: Knight Variation,60+0,Time forfeit
 Blitz ,Algoritma,Karpanen,1-0,2016.06.30,22:13:08,1478,1534,14.0,-13.0,A00,Polish Opening,300+0,Normal
 Classical tournament ,script1913,rolexx07,1-0,2016.06.30,22:13:09,2029,1684,4.0,-3.0,D00,Queen's Pawn Game #2,600+0,Normal
 Classical ,glauch,bugrinha,1-0,2016.06.30,22:13:08,1589,1509,8.0,-17.0,D20,Queen's Gambit Accepted: Saduleto Variation,600+0,Normal
 Classical tournament ,kendawy,DonQyf,1-0,2016.06.30,22:13:09,1518,1557,15.0,-15.0,C20,King's Pawn Game: Leonardis Variation,600+0,Normal
 Bullet ,mouse_rat12,potsy722,1-0,2016.06.30,22:13:03,1827,1900,14.0,-12.0,A00,Saragossa Opening,60+0,Time forfeit
 Bullet ,gmromao,gipsy_man,0-1,2016.06.30,22:13:03,1665,1867,-5.0,5.0,C23,Bishop's Opening,60+0,Time forfeit
 Classical ,sarpermete,gambatron,1-0,2016.06.30,22:13:10,1609,1916,20.0,-20.0,C50,Giuoco Piano,900+10,Normal
 Classical ,xxxxskaroupka,Pleex,1-0,2016.06.30,22:13:11,2325,2114,5.0,-5.0,C66,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",300+10,Normal
 Classical ,jaque_cba,YASMURO,1-0,2016.06.30,22:13:10,1977,1814,7.0,-7.0,B21,Sicilian Defense: McDonnell Attack,600+8,Normal
 Classical tournament ,ComaLaDama,poocasso,1-0,2016.06.30,22:13:09,1750,1620,11.0,-7.0,B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",600+0,Normal
 Bullet ,elmates,borgogniels,0-1,2016.06.30,22:13:05,1817,1941,-7.0,7.0,A40,Englund Gambit Complex: Soller Gambit Deferred,30+0,Time forfeit
 Classical ,Fedesvin,bauerl95,0-1,2016.06.30,22:13:12,1522,1439,-14.0,14.0,D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",300+8,Normal
 Classical ,joseolim,giuseppe83,1-0,2016.06.30,22:13:14,1307,1317,14.0,-13.0,A00,Van Geet Opening,900+2,Time forfeit
 Blitz ,karat2,chino54,0-1,2016.06.30,22:13:15,1946,1964,-11.0,9.0,B50,Sicilian Defense: Delayed Alapin,180+0,Normal
 Blitz ,camillek,h502,0-1,2016.06.30,22:13:15,1281,1328,-10.0,10.0,C50,Italian Game,300+0,Normal
 Bullet ,jenchiegrave,Iboad,1-0,2016.06.30,22:13:10,1634,1547,8.0,-9.0,C60,Ruy Lopez,60+2,Normal
 Blitz ,Morozov_Vadim,asadigorgani,1-0,2016.06.30,22:13:11,2137,2136,11.0,-10.0,A18,English Opening: Mikenas-Carls Variation,180+0,Time forfeit
 Blitz ,gorynyh,bigtic,1-0,2016.06.30,22:13:12,1677,1549,7.0,-10.0,C41,Philidor Defense #3,300+0,Normal
 Blitz ,aavza50,danielreboredo,0-1,2016.06.30,22:13:12,1667,2010,-3.0,3.0,C22,Center Game: Normal Variation,180+0,Normal
 Classical tournament ,whitty1973,chessmaster7,0-1,2016.06.30,22:13:09,1592,1749,-7.0,7.0,D02,Queen's Pawn Game: Chigorin Variation,600+0,Normal
 Classical ,Tlacuilo1991,BRUT4LxD,0-1,2016.06.30,22:13:09,1538,1549,-91.0,9.0,C23,Bishop's Opening,480+5,Normal
 Blitz ,animah88,Makelchess,1-0,2016.06.30,22:13:12,1779,1595,7.0,-5.0,D02,Queen's Pawn Game: Krause Variation,180+5,Normal
 Blitz ,Gajzer21,kootsky,1-0,2016.06.30,22:13:11,1778,1644,7.0,-7.0,B01,Scandinavian Defense: Portuguese Variation,300+0,Time forfeit
 Bullet ,jr-tijuana,le_batman,1-0,2016.06.30,22:13:15,1845,1956,15.0,-14.0,A01,Nimzo-Larsen Attack: English Variation,60+0,Time forfeit
 Bullet ,batman2025,Gabopiano,0-1,2016.06.30,22:13:12,1789,1863,-8.0,8.0,B01,Scandinavian Defense: Modern Variation #2,120+0,Normal
 Blitz ,kadeq,AlfilFou,0-1,2016.06.30,22:13:16,1498,1513,-13.0,11.0,B20,Sicilian Defense,300+3,Normal
 Classical ,Dingo212121,borvel,1-0,2016.06.30,22:13:17,1756,1699,10.0,-9.0,C00,French Defense: Normal Variation,900+0,Normal
 Bullet ,karalyte,davebees,1-0,2016.06.30,22:13:11,1556,1534,11.0,-10.0,D30,Queen's Gambit Declined,60+0,Normal
 Classical ,Siem7,Slavic98,0-1,2016.06.30,22:13:12,1615,1954,-2.0,3.0,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",300+5,Time forfeit
 Bullet ,adieguez,phillipbaguette,0-1,2016.06.30,22:13:10,1826,1868,-9.0,9.0,B40,Sicilian Defense: Delayed Alapin Variation,60+0,Normal
 Blitz ,Quick42,arangirovshik,0-1,2016.06.30,22:13:19,1484,1500,-10.0,10.0,D06,Queen's Gambit Refused: Marshall Defense,300+0,Normal
 Blitz ,mickael51,d4bestbytest,1-0,2016.06.30,22:13:17,2225,1985,4.0,-4.0,C10,French Defense: Paulsen Variation,180+0,Normal
 Blitz tournament ,dmlj,kafune,0-1,2016.06.30,22:13:19,1687,1674,-12.0,13.0,D20,Queen's Gambit Accepted: Old Variation,180+0,Time forfeit
 Blitz ,rado68399,tribulete,1-0,2016.06.30,22:13:19,1955,1867,8.0,-8.0,A00,Mieses Opening,180+0,Normal
 Blitz tournament ,Shambobala,Evangelistaizac,0-1,2016.06.30,22:13:19,1754,1662,-14.0,14.0,C45,Scotch Game: Potter Variation,180+0,Normal
 Classical ,cyyfyy,benjisan,1-0,2016.06.30,22:13:17,1501,1630,14.0,-16.0,D31,Semi-Slav Defense: Accelerated Move Order,600+0,Normal
 Bullet tournament ,fay13011,fernandes20000,1-0,2016.06.30,22:13:19,1704,1700,11.0,-12.0,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,60+0,Time forfeit
 Bullet tournament ,enigmahack,chupakabr,1-0,2016.06.30,22:13:19,1799,2063,18.0,-21.0,B00,Nimzowitsch Defense: Mikenas Variation,60+0,Normal
 Bullet tournament ,koreelev,Joaozinho,0-1,2016.06.30,22:13:19,1783,1805,-12.0,12.0,C46,Four Knights Game: Italian Variation,60+0,Time forfeit
 Blitz tournament ,Chatard,trend19,0-1,2016.06.30,22:13:19,1924,1876,-13.0,13.0,B01,Scandinavian Defense: Main Line,180+0,Normal
 Classical ,Stexupery,d12345,0-1,2016.06.30,22:13:21,1770,2102,-3.0,8.0,D00,"Queen's Pawn Opening: Veresov Attack, Irish Gambit",600+0,Normal
 Bullet ,MCozturk,nilo1968,1-0,2016.06.30,22:13:20,1908,1672,5.0,-5.0,A04,Zukertort Opening: Pirc Invitation,60+0,Normal
 Bullet tournament ,Grga1,trashcan,1-0,2016.06.30,22:13:19,1848,1703,5.0,-7.0,C20,King's Pawn Game: Leonardis Variation,60+0,Normal
 Bullet ,kyrioan,Munich,0-1,2016.06.30,22:13:19,1368,1770,-7.0,3.0,A41,Queen's Pawn,30+1,Time forfeit
 Blitz ,MohitGupta,LaPendule,1-0,2016.06.30,22:13:21,1423,1096,4.0,-4.0,C23,Bishop's Opening,300+0,Normal
 Classical ,neremancer007,siroprizrak,0-1,2016.06.30,22:13:20,1509,1369,-128.0,13.0,C46,Three Knights Opening,1800+0,Time forfeit
 Bullet ,jlustig555,LudoChess79,0-1,2016.06.30,22:13:22,1692,1683,-11.0,11.0,A04,Zukertort Opening: Queen's Gambit Invitation,0+1,Time forfeit
 Blitz ,gianfast,pyralis,1-0,2016.06.30,22:13:22,1412,1379,10.0,-10.0,C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",180+0,Normal
 Bullet ,piwot3,Kiiris,0-1,2016.06.30,22:13:23,2010,2114,-7.0,8.0,C00,French Defense: Two Knights Variation,60+0,Time forfeit
 Blitz ,plswait,olgaassar2,1-0,2016.06.30,22:13:23,1639,1827,16.0,-16.0,C28,"Vienna Game: Stanley Variation, Three Knights Variation",300+1,Normal
 Classical ,enesztrk,biv64,1/2-1/2,2016.06.30,22:13:21,1737,1692,-1.0,1.0,C20,King's Pawn Game: Wayward Queen Attack,600+0,Normal
 Bullet ,no_chess_please,Crazykingknight,1-0,2016.06.30,22:13:23,1848,1658,6.0,-6.0,D10,Slav Defense #2,120+1,Time forfeit
 Bullet ,Entai,Betazoid,1-0,2016.06.30,22:13:16,2072,2161,14.0,-15.0,A40,Mikenas Defense,60+0,Normal
 Blitz ,Beauvain,doubleentendres,1-0,2016.06.30,22:13:18,2201,2158,9.0,-10.0,B15,Caro-Kann Defense: Tartakower Variation,180+0,Normal
 Blitz ,chessman2468,recebov72,1-0,2016.06.30,22:13:24,2018,2056,11.0,-12.0,C40,"Latvian Gambit Accepted, Leonhardt Variation",300+2,Normal
 Blitz ,Sofibarrionuevo,coast111,0-1,2016.06.30,22:13:25,1806,1733,-13.0,13.0,A49,Indian Game: Przepiorka Variation,60+3,Normal
 Blitz ,deen13,guillo4542,0-1,2016.06.30,22:13:24,1880,1656,-17.0,17.0,D31,Semi-Slav Defense: Marshall Gambit,300+0,Normal
 Blitz tournament ,TheBlackHawk,yoyoparker,1-0,2016.06.30,22:13:25,1697,1712,12.0,-11.0,A10,English Opening,300+0,Abandoned
 Blitz tournament ,Nogueira7,IZDenisZI,0-1,2016.06.30,22:13:25,1778,1852,-8.0,9.0,A25,"English Opening: King's English Variation, Reversed Closed Sicilian",300+0,Normal
 Blitz ,sprinkles,faith77,1-0,2016.06.30,22:13:21,1428,1300,7.0,-7.0,A40,Englund Gambit,180+2,Normal
 Blitz ,D-Tannhauser,Alejandroagudelo,0-1,2016.06.30,22:13:27,1777,1894,-7.0,7.0,A40,Horwitz Defense,180+1,Normal
 Bullet ,rolaidlaw,PawnSafety,0-1,2016.06.30,22:13:27,1584,1708,-52.0,7.0,B07,Rat Defense: Harmonist,30+0,Time forfeit
 Blitz ,closer651,Nutsynuts,1-0,2016.06.30,22:13:27,1300,1283,11.0,-11.0,D20,Queen's Gambit Accepted: Old Variation,300+0,Time forfeit
 Classical ,aluis,dn23,1-0,2016.06.30,22:13:29,1683,1490,67.0,-13.0,C28,Bishop's Opening: Vienna Hybrid,300+10,Time forfeit
 Classical ,kaliduck,Huezo,0-1,2016.06.30,22:13:28,1681,1571,-61.0,13.0,C20,King's Pawn Game: Leonardis Variation,480+0,Normal
 Blitz ,Glaisepapale,pixisox,0-1,2016.06.30,22:13:29,1489,1528,-10.0,10.0,C61,Ruy Lopez: Bird Variation,300+0,Normal
 Classical ,jalfarovhn,ferrucciolari,0-1,2016.06.30,22:13:22,1793,1873,-8.0,8.0,D02,Queen's Pawn Game: London System,480+5,Normal
 Blitz ,junara,pabomir,0-1,2016.06.30,22:13:29,1456,1737,-4.0,4.0,A04,Reti Opening #2,300+0,Normal
 Blitz ,trickyknight1234,papabally,1-0,2016.06.30,22:13:30,1992,1873,8.0,-7.0,C49,Four Knights Game: Double Spanish,300+0,Normal
 Classical ,carpachot,cameronfoster,1-0,2016.06.30,22:13:30,1563,1425,7.0,-16.0,B20,Sicilian Defense,360+10,Normal
 Blitz ,mirek38,Dante9san,0-1,2016.06.30,22:13:30,1708,1689,-13.0,11.0,C50,Italian Game: Rousseau Gambit,420+0,Normal
 Blitz ,pokermoon,ozgurilter,1-0,2016.06.30,22:13:31,1694,1683,11.0,-10.0,C00,French Defense: Knight Variation,180+0,Normal
 Blitz ,Venguard,wjadro,1-0,2016.06.30,22:13:32,1474,1542,14.0,-13.0,D05,Colle System,180+0,Normal
 Blitz ,Hasnus,eltinob,1-0,2016.06.30,22:13:32,1721,1832,15.0,-14.0,B07,Rat Defense: Antal Defense,300+0,Normal
 Blitz ,alanpbrito23,brunoanono,0-1,2016.06.30,22:13:33,1357,1314,-12.0,13.0,D00,Queen's Pawn Game,300+0,Time forfeit
 Classical ,danielmm123,Jaredchessman94,0-1,2016.06.30,22:13:33,1606,1795,-5.0,6.0,B01,Scandinavian Defense: Main Line,600+11,Normal
 Blitz ,king_of_nowhere,MontessoriChess,1-0,2016.06.30,22:13:34,2259,2168,9.0,-8.0,A42,Modern Defense: Averbakh Variation,180+0,Normal
 Blitz ,marijana121,em12,0-1,2016.06.30,22:13:35,2251,2230,-11.0,12.0,B56,Sicilian Defense: Classical Variation,180+0,Normal
 Classical ,chess4life54,stt1986,0-1,2016.06.30,22:13:36,1649,1648,-11.0,11.0,C41,Philidor Defense,600+1,Normal
 Bullet tournament ,bastimento,amateur2016,1-0,2016.06.30,22:13:37,2017,2193,17.0,-18.0,A41,Old Indian Defense,60+0,Normal
 Bullet tournament ,ChecksMix,ania94,0-1,2016.06.30,22:13:37,1758,1979,-5.0,7.0,D08,Queen's Gambit Refused: Albin Countergambit,60+0,Time forfeit
 Bullet tournament ,sanle,wqweto,1-0,2016.06.30,22:13:37,1977,1380,1.0,-1.0,A05,King's Indian Attack: Symmetrical Defense,60+0,Time forfeit
 Bullet tournament ,jjj333,sztachalom,1-0,2016.06.30,22:13:37,1929,2090,16.0,-17.0,B30,Sicilian Defense: Old Sicilian,60+0,Normal
 Bullet tournament ,Spyandy,Dante95,0-1,2016.06.30,22:13:37,1854,2030,-7.0,6.0,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",60+0,Time forfeit
